,Unnamed: 0.1,Unnamed: 0,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist
2361,8194,294926,com.bilalalp:cxfclientlogger,com.bilalalp:cxfclientlogger:1.0,1.0,1442955654000,0,17,12,https://github.com/lalib/cxfclientlogger.git,lalib,cxfclientlogger,https://api.github.com/repos/lalib/cxfclientlogger/languages,Java,True
2362,8203,280837,fi.jubic:snoozy-starter,fi.jubic:snoozy-starter:0.9.3,0.9.3,1681717956000,0,14,7,https://github.com/jubicoy/snoozy,jubicoy,snoozy,https://api.github.com/repos/jubicoy/snoozy/languages,Java,True
2363,8206,496579,biz.turnonline.ecosystem:firestore-extensions,biz.turnonline.ecosystem:firestore-extensions:1.2,1.2,1704365750000,0,9,3,https://github.com/turnonline/firestore-extensions,turnonline,firestore-extensions,https://api.github.com/repos/turnonline/firestore-extensions/languages,Java,True
2364,8210,563658,io.github.bhautik008:spring-r2dbc-iclient,io.github.bhautik008:spring-r2dbc-iclient:1.0.1,1.0.1,1636684253000,0,14,12,http://github.com/bhautik008/spring-r2dbc-iclient,bhautik008,spring-r2dbc-iclient,https://api.github.com/repos/bhautik008/spring-r2dbc-iclient/languages,Java,True
2365,8216,470926,org.ligoj.plugin:plugin-prov-digitalocean,org.ligoj.plugin:plugin-prov-digitalocean:1.0.3,1.0.3,1619959470000,0,17,7,https://github.com/ligoj/plugin-prov-digitalocean.git,ligoj,plugin-prov-digitalocean,https://api.github.com/repos/ligoj/plugin-prov-digitalocean/languages,Java,True
2366,8217,91166,net.theblackchamber:commons-encryption,net.theblackchamber:commons-encryption:2.0.1,2.0.1,1605887481000,0,8,6,https://github.com/TheBlackChamber/commons-encryption,TheBlackChamber,commons-encryption,https://api.github.com/repos/TheBlackChamber/commons-encryption/languages,Java,True
2368,8220,322559,org.seedstack.addons.feign:feign,org.seedstack.addons.feign:feign:1.5.0,1.5.0,1620592110000,0,17,5,https://github.com/seedstack/feign-addon,seedstack,feign-addon,https://api.github.com/repos/seedstack/feign-addon/languages,Java,True
2371,8230,289459,io.github.githublaohu:dubbo-springmvc,io.github.githublaohu:dubbo-springmvc:0.1.4,0.1.4,1644826459000,6,8,8,git@github.com:githublaohu/lamp-dependent.git,githublaohu,lamp-dependent,https://api.github.com/repos/githublaohu/lamp-dependent/languages,Java,True
2372,8233,477942,nl.gogognome:image-modifier-maven-plugin,nl.gogognome:image-modifier-maven-plugin:1.1.0,1.1.0,1654803294000,0,8,3,https://github.com/gogognome/gogoimagemodifier,gogognome,gogoimagemodifier,https://api.github.com/repos/gogognome/gogoimagemodifier/languages,Java,True
2375,8237,348342,org.jorigin:jeometry,org.jorigin:jeometry:1.0.5,1.0.5,1618587397000,0,1,1,https://github.com/jorigin/jeometry,jorigin,jeometry,https://api.github.com/repos/jorigin/jeometry/languages,Java,True
2376,8238,115188,com.github.outofrange:steht,com.github.outofrange:steht:0.1.0,0.1.0,1433190824000,0,5,2,https://github.com/outofrange/steht,outofrange,steht,https://api.github.com/repos/outofrange/steht/languages,Java,True
2377,8244,169340,org.apache.drill:drill-root,org.apache.drill:drill-root:1.21.2,1.21.2,1715968183000,0,22,10,https://github.com/apache/drill,apache,drill,https://api.github.com/repos/apache/drill/languages,Java,True
2379,8259,412840,org.marvec:encryptor,org.marvec:encryptor:1.1,1.1,1473529407000,0,5,4,http://github.com/marvec/encryptor/tree/master,marvec,encryptor,https://api.github.com/repos/marvec/encryptor/languages,Java,True
2380,8273,458526,co.luminositylabs.oss.arquillian:luminositylabs-arquillian,co.luminositylabs.oss.arquillian:luminositylabs-arquillian:0.1.9,0.1.9,1627608521000,0,5,4,scm:git:https://github.com/luminositylabs/luminositylabs-arquillian.git,luminositylabs,luminositylabs-arquillian,https://api.github.com/repos/luminositylabs/luminositylabs-arquillian/languages,Java,True
2381,8274,292259,com.ff5k:weibo4j-oauth2,com.ff5k:weibo4j-oauth2:3.1.1,3.1.1,1576814945000,0,2,2,git@github.com:ff5k/weibo4j-oauth2.git,ff5k,weibo4j-oauth2,https://api.github.com/repos/ff5k/weibo4j-oauth2/languages,Java,True
2382,8277,119344,dev.xethh.libs.toolkits.webDto:core,dev.xethh.libs.toolkits.webDto:core:1.0.1,1.0.1,1589533375000,0,7,4,https://github.com/O7UNp/libs-toolkits-webDto,O7UNp,libs-toolkits-webDto,https://api.github.com/repos/O7UNp/libs-toolkits-webDto/languages,Java,True
2383,8279,368833,com.alibaba:easyexcel-parent,com.alibaba:easyexcel-parent:4.0.2,4.0.2,1722945432000,0,2,1,https://github.com/alibaba/easyexcel,alibaba,easyexcel,https://api.github.com/repos/alibaba/easyexcel/languages,Java,True
2387,8293,621960,icu.yeguo.common:yeguo-api-sdk,icu.yeguo.common:yeguo-api-sdk:0.0.2,0.0.2,1722759980000,0,4,4,https://github.com/ye-guo/yeguo-api-sdk,ye-guo,yeguo-api-sdk,https://api.github.com/repos/ye-guo/yeguo-api-sdk/languages,Java,True
2389,8296,177932,cn.dustlight.storage:minio-storage,cn.dustlight.storage:minio-storage:0.0.6,0.0.6,1634714377000,0,6,5,https://github.com/dustlight-cn/storage,dustlight-cn,storage,https://api.github.com/repos/dustlight-cn/storage/languages,Java,True
2390,8307,95401,com.airlenet.yang:play-yang,com.airlenet.yang:play-yang:1.2.0,1.2.0,1597278609000,0,1,1,https://github.com/airlenet/yang-maven-plugin,airlenet,yang-maven-plugin,https://api.github.com/repos/airlenet/yang-maven-plugin/languages,Java,True
2391,8312,288450,com.merakianalytics.orianna:orianna,com.merakianalytics.orianna:orianna:4.0.0-rc9,4.0.0-rc9,1691298170000,0,13,11,https://github.com/meraki-analytics/orianna,meraki-analytics,orianna,https://api.github.com/repos/meraki-analytics/orianna/languages,Java,True
2392,8322,387624,org.st-js.bridge:cometd,org.st-js.bridge:cometd:3.0.5.bv1,3.0.5.bv1,1444312105000,0,3,3,scm:git:https://github.com/st-js/cometd-bridge,st-js,cometd-bridge,https://api.github.com/repos/st-js/cometd-bridge/languages,Java,True
2395,8328,608188,org.faktorips:org.faktorips.devtools.model.builder,org.faktorips:org.faktorips.devtools.model.builder:24.7.2.release,24.7.2.release,1723556891000,1,33,33,https://github.com/faktorips/faktorips.base,faktorips,faktorips.base,https://api.github.com/repos/faktorips/faktorips.base/languages,Java,True
2396,8329,528215,io.github.hdwang123:openapi-client-sdk,io.github.hdwang123:openapi-client-sdk:1.5.12,1.5.12,1661096279000,0,3,2,https://github.com/hdwang123/openapi,hdwang123,openapi,https://api.github.com/repos/hdwang123/openapi/languages,Java,True
2398,8342,5941,com.guicedee.servlets:guiced-servlets-request-scoper,com.guicedee.servlets:guiced-servlets-request-scoper:1.2.2.1-jre17,1.2.2.1-jre17,1644511015000,0,3,3,https://github.com/GedMarc/GuicedServlets.git,GedMarc,GuicedServlets,https://api.github.com/repos/GedMarc/GuicedServlets/languages,Java,True
2400,8349,244936,com.google.api.grpc:grpc-google-cloud-bigquerystorage-v1,com.google.api.grpc:grpc-google-cloud-bigquerystorage-v1:3.9.0,3.9.0,1724771444000,2,17,16,https://github.com/googleapis/java-bigquerystorage,googleapis,java-bigquerystorage,https://api.github.com/repos/googleapis/java-bigquerystorage/languages,Java,True
2401,8359,308867,com.twodragonlake:tdl-tools,com.twodragonlake:tdl-tools:0.0.1,0.0.1,1563631589000,0,31,25,https://github.com/TwoDragonLake/tdl-tools.git,TwoDragonLake,tdl-tools,https://api.github.com/repos/TwoDragonLake/tdl-tools/languages,Java,True
2402,8360,553495,ru.zoommax:SimpleServer,ru.zoommax:SimpleServer:1.9.6,1.9.6,1710499110000,0,5,3,https://github.com/ZooMMaX/SimpleServer,ZooMMaX,SimpleServer,https://api.github.com/repos/ZooMMaX/SimpleServer/languages,Java,True
2403,8365,10116,org.simplejavamail:outlook-message-parser,org.simplejavamail:outlook-message-parser:1.14.1,1.14.1,1717858753000,1,18,5,https://github.com/bbottema/outlook-message-parser,bbottema,outlook-message-parser,https://api.github.com/repos/bbottema/outlook-message-parser/languages,Java,True
2405,8368,522425,com.cyc:cyc-kb,com.cyc:cyc-kb:1.0.0-rc4,1.0.0-rc4,1446168183000,0,8,4,https://github.com/cycorp/CycCoreAPI,cycorp,CycCoreAPI,https://api.github.com/repos/cycorp/CycCoreAPI/languages,Java,True
2406,8373,574605,com.innovatechamps:champs-sdk-java,com.innovatechamps:champs-sdk-java:1.0.0.1,1.0.0.1,1699901409000,0,6,3,https://github.com/InnovateChamps/ChampsSync-java-sdk,InnovateChamps,ChampsSync-java-sdk,https://api.github.com/repos/InnovateChamps/ChampsSync-java-sdk/languages,Java,True
2407,8374,267345,ch.astorm:smtp4j,ch.astorm:smtp4j:3.1.3,3.1.3,1696012561000,0,2,1,http://github.com/ctabin/smtp4j/tree/master,ctabin,smtp4j,https://api.github.com/repos/ctabin/smtp4j/languages,Java,True
2409,8391,466940,com.github.leo-1994:word-associate,com.github.leo-1994:word-associate:1.0.0,1.0.0,1598609593000,0,4,3,https://github.com/leo-1994/word-associate/tree/master,leo-1994,word-associate,https://api.github.com/repos/leo-1994/word-associate/languages,Java,True
2411,8402,46806,com.dropchop.recyclone:recyclone-repo-jpa-blaze,com.dropchop.recyclone:recyclone-repo-jpa-blaze:1.35.7,1.35.7,1700652391000,1,6,4,https://github.com/dropchop-com/recyclone.git/recyclone-repo/recyclone-repo-jpa-blaze,dropchop-com,recyclone,https://api.github.com/repos/dropchop-com/recyclone/languages,Java,True
2413,8406,479880,org.shredzone.commons:commons-suncalc,org.shredzone.commons:commons-suncalc:3.11,3.11,1718124140000,0,3,1,https://github.com/shred/commons-suncalc/,shred,commons-suncalc,https://api.github.com/repos/shred/commons-suncalc/languages,Java,True
2414,8408,72047,com.helger:peppol-smp-client,com.helger:peppol-smp-client:8.0.7,8.0.7,1588786830000,0,12,10,https://github.com/phax/peppol-commons/peppol-smp-client,phax,peppol-commons,https://api.github.com/repos/phax/peppol-commons/languages,Java,True
2415,8409,552070,net.runeduniverse.lib.rogm:rogm-core,net.runeduniverse.lib.rogm:rogm-core:2.1.2,2.1.2,1668883990000,0,8,5,https://github.com/RunedUniverse/rogm/wiki#core,RunedUniverse,rogm,https://api.github.com/repos/RunedUniverse/rogm/languages,Java,True
2416,8411,300775,org.kaliy.kafka:kafka-connect-rss,org.kaliy.kafka:kafka-connect-rss:0.1.0,0.1.0,1553446303000,0,12,2,https://github.com/kaliy/kafka-connect-rss,kaliy,kafka-connect-rss,https://api.github.com/repos/kaliy/kafka-connect-rss/languages,Java,True
2417,8414,486465,software.amazon.qldb:amazon-qldb-export-processor,software.amazon.qldb:amazon-qldb-export-processor:1.1.0,1.1.0,1674609919000,0,12,9,https://github.com/awslabs/amazon-qldb-export-processor-java,awslabs,amazon-qldb-export-processor-java,https://api.github.com/repos/awslabs/amazon-qldb-export-processor-java/languages,Java,True
2418,8415,24208,com.google.cloud:google-cloud-networkconnectivity-spring-starter,com.google.cloud:google-cloud-networkconnectivity-spring-starter:5.5.1-preview,5.5.1-preview,1723738209000,0,4,4,https://github.com/GoogleCloudPlatform/spring-cloud-gcp/spring-cloud-gcp-starters/google-cloud-networkconnectivity-spring-starter,GoogleCloudPlatform,spring-cloud-gcp,https://api.github.com/repos/GoogleCloudPlatform/spring-cloud-gcp/languages,Java,True
2419,8425,582222,io.github.stefanofornari:vfs2nio,io.github.stefanofornari:vfs2nio:0.11.6,0.11.6,1709454582000,0,9,1,scm:https://github.com/stefanofornari/vfs2nio,stefanofornari,vfs2nio,https://api.github.com/repos/stefanofornari/vfs2nio/languages,Java,True
2421,8427,63808,io.coodoo:appconfig,io.coodoo:appconfig:1.0.1,1.0.1,1490692970000,0,3,1,scm:git:git@github.com:coodoo-io/appconfig.git,coodoo-io,appconfig,https://api.github.com/repos/coodoo-io/appconfig/languages,Java,True
2422,8429,537646,com.simiacryptus:refcount-autocoder,com.simiacryptus:refcount-autocoder:2.1.0,2.1.0,1610516138000,0,14,10,https://github.com/simiacryptus/java-reference-counter/,simiacryptus,java-reference-counter,https://api.github.com/repos/simiacryptus/java-reference-counter/languages,Java,True
2425,8437,123640,com.helger.photon:ph-oton-uicore,com.helger.photon:ph-oton-uicore:9.2.6,9.2.6,1723221201000,6,7,4,https://github.com/phax/ph-oton/ph-oton-uicore,phax,ph-oton,https://api.github.com/repos/phax/ph-oton/languages,Java,True
2426,8438,81817,com.github.chendb:flagwind-persistent,com.github.chendb:flagwind-persistent:0.0.22,0.0.22,1565767771000,0,2,2,https://github.com/chendb/flagwind-persistent.git,chendb,flagwind-persistent,https://api.github.com/repos/chendb/flagwind-persistent/languages,Java,True
2428,8454,442669,hu.blackbelt.bundles.eclipse-emf-mwe:org.eclipse.emf.mwe,hu.blackbelt.bundles.eclipse-emf-mwe:org.eclipse.emf.mwe:1.4.0_3,1.4.0_3,1591924545000,0,2,2,http://github.com/BlackBeltTechnology/osgi-repackaged-bundles,BlackBeltTechnology,osgi-repackaged-bundles,https://api.github.com/repos/BlackBeltTechnology/osgi-repackaged-bundles/languages,Java,True
2430,8457,497435,ch.epfl.leb:DEFCoN_,ch.epfl.leb:DEFCoN_:0.1.3,0.1.3,1528212525000,0,5,4,https://github.com/LEB-EPFL/DEFCoN-ImageJ,LEB-EPFL,DEFCoN-ImageJ,https://api.github.com/repos/LEB-EPFL/DEFCoN-ImageJ/languages,Java,True
2431,8460,153867,com.github.richard-ballard:arbee-utils,com.github.richard-ballard:arbee-utils:2.0,2.0,1548731214000,0,11,5,https://github.com/Richard-Ballard/arbee-utils/tree/master,Richard-Ballard,arbee-utils,https://api.github.com/repos/Richard-Ballard/arbee-utils/languages,Java,True
2433,8464,279298,io.github.theprez:dotenv-java-ibmi,io.github.theprez:dotenv-java-ibmi:0.0.3,0.0.3,1710529311000,0,3,3,https://github.com/ThePrez/JCmdUtils,ThePrez,JCmdUtils,https://api.github.com/repos/ThePrez/JCmdUtils/languages,Java,True
2434,8474,77096,de.mlo-dev:validation,de.mlo-dev:validation:0.5.0,0.5.0,1669711184000,0,10,3,https://github.com/dev-mlo/validation,dev-mlo,validation,https://api.github.com/repos/dev-mlo/validation/languages,Java,True
2435,8475,504683,com.aoindustries:noc-monitor-impl-book,com.aoindustries:noc-monitor-impl-book:1.4.2,1.4.2,1666745420000,0,7,6,https://github.com/ao-apps/noc-monitor-impl,ao-apps,noc-monitor-impl,https://api.github.com/repos/ao-apps/noc-monitor-impl/languages,Java,True
2436,8482,535077,org.dungba:joo-libra,org.dungba:joo-libra:2.1.2,2.1.2,1581255292000,0,6,3,https://github.com/dungba88/libra.git,dungba88,libra,https://api.github.com/repos/dungba88/libra/languages,Java,True
2439,8490,329382,org.treblereel.gwt:elemental2-xr,org.treblereel.gwt:elemental2-xr:0.1-beta1,0.1-beta1,1537202178000,0,3,3,https://github.com/treblereel/elemental2-xr,treblereel,elemental2-xr,https://api.github.com/repos/treblereel/elemental2-xr/languages,Java,True
2440,8492,461158,de.alpharogroup:message-system-data,de.alpharogroup:message-system-data:3.11.0,3.11.0,1492698289000,0,6,4,git:@github.com:lightblueseas/message-system-data.git,lightblueseas,message-system-data,https://api.github.com/repos/lightblueseas/message-system-data/languages,Java,True
2441,8493,375918,com.helger:ph-bdve-energieefactuur,com.helger:ph-bdve-energieefactuur:5.2.11,5.2.11,1588341238000,0,6,4,https://github.com/phax/ph-bdve/ph-bdve-energieefactuur,phax,ph-bdve,https://api.github.com/repos/phax/ph-bdve/languages,Java,True
2442,8499,539650,org.isisaddons.module.devutils:isis-module-devutils-dom,org.isisaddons.module.devutils:isis-module-devutils-dom:1.11.0,1.11.0,1451809326000,0,3,2,git@github.com:isisaddons/isis-module-devutils.git,isisaddons,isis-module-devutils,https://api.github.com/repos/isisaddons/isis-module-devutils/languages,Java,True
2443,8500,63253,me.kagura:jjsoup-spring-boot-starter,me.kagura:jjsoup-spring-boot-starter:0.1.9,0.1.9,1544203209000,0,6,6,https://github.com/KingFalse/jjsoup-spring-boot-starter.git,KingFalse,jjsoup-spring-boot-starter,https://api.github.com/repos/KingFalse/jjsoup-spring-boot-starter/languages,Java,True
2444,8502,395526,com.helger:ph-fatturapa,com.helger:ph-fatturapa:2.0.2,2.0.2,1680903547000,15,8,5,http://github.com/phax/ph-fatturapa,phax,ph-fatturapa,https://api.github.com/repos/phax/ph-fatturapa/languages,Java,True
2445,8505,518718,com.cloudcontrolled:cctrl-api,com.cloudcontrolled:cctrl-api:0.1,0.1,1353700463000,0,1,1,https://github.com/denisneuling/cctrl.jar,denisneuling,cctrl.jar,https://api.github.com/repos/denisneuling/cctrl.jar/languages,Java,True
2447,8521,33947,com.robinhowlett:horse-racing-parser,com.robinhowlett:horse-racing-parser:1.0.0.RELEASE,1.0.0.RELEASE,1575174553000,0,1,1,https://github.com/robinhowlett/horse-racing-parser,robinhowlett,horse-racing-parser,https://api.github.com/repos/robinhowlett/horse-racing-parser/languages,Java,True
2448,8523,314866,org.fuin:utils4swing,org.fuin:utils4swing:0.9.5,0.9.5,1372077518000,0,2,1,https://github.com/fuinorg/utils4swing/,fuinorg,utils4swing,https://api.github.com/repos/fuinorg/utils4swing/languages,Java,True
2449,8526,213482,com.google.cloud:google-cloud-life-sciences,com.google.cloud:google-cloud-life-sciences:0.50.0,0.50.0,1724284489000,0,48,39,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
2450,8528,265044,com.github.sbabcoc:logback-testng,com.github.sbabcoc:logback-testng:2.0.0,2.0.0,1654925002000,14,5,1,https://github.com/sbabcoc/logback-testng/tree/master,sbabcoc,logback-testng,https://api.github.com/repos/sbabcoc/logback-testng/languages,Java,True
2451,8529,439638,com.microsoft.azure.avs.v2019_08_09_preview:azure-mgmt-avs,com.microsoft.azure.avs.v2019_08_09_preview:azure-mgmt-avs:1.0.0-beta,1.0.0-beta,1592546741000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
2455,8545,155985,com.tencentcloudapi:tencentcloud-sdk-java-smpn,com.tencentcloudapi:tencentcloud-sdk-java-smpn:3.1.1056,3.1.1056,1720471540000,0,1,1,https://github.com/TencentCloud/tencentcloud-sdk-java,TencentCloud,tencentcloud-sdk-java,https://api.github.com/repos/TencentCloud/tencentcloud-sdk-java/languages,Java,True
2456,8547,251956,com.jwebmp.jre10:guiced-persistence-wildfly,com.jwebmp.jre10:guiced-persistence-wildfly:0.59.0.14,0.59.0.14,1537700685000,0,13,7,https://github.com/GedMarc/GuicedPersistence-Wildfly.git,GedMarc,GuicedPersistence-Wildfly,https://api.github.com/repos/GedMarc/GuicedPersistence-Wildfly/languages,Java,True
2459,8562,422702,org.beigesoft:beige-blc,org.beigesoft:beige-blc:1.1,1.1,1604648097000,0,8,3,https://github.com/demidenko05/beige-blc.git,demidenko05,beige-blc,https://api.github.com/repos/demidenko05/beige-blc/languages,Java,True
2460,8563,150820,gov.nist.secauto.metaschema:metaschema-framework,gov.nist.secauto.metaschema:metaschema-framework:0.12.2,0.12.2,1695154794000,0,2,1,https://github.com/usnistgov/metaschema-java/tree/main,usnistgov,metaschema-java,https://api.github.com/repos/usnistgov/metaschema-java/languages,Java,True
2461,8565,55129,tv.hd3g:jobkit-watchfolder,tv.hd3g:jobkit-watchfolder:21.1.0,21.1.0,1721223642000,1,10,4,https://github.com/hdsdi3g/prodlib,hdsdi3g,prodlib,https://api.github.com/repos/hdsdi3g/prodlib/languages,Java,True
2462,8568,273852,com.yakaz.elasticsearch.plugins:elasticsearch-action-updatebyquery,com.yakaz.elasticsearch.plugins:elasticsearch-action-updatebyquery:2.6.0,2.6.0,1439952725000,0,8,1,https://github.com/yakaz/elasticsearch-action-updatebyquery.git,yakaz,elasticsearch-action-updatebyquery,https://api.github.com/repos/yakaz/elasticsearch-action-updatebyquery/languages,Java,True
2463,8569,154176,de.centerdevice:bean-bouncer,de.centerdevice:bean-bouncer:0.0.1,0.0.1,1543922871000,0,3,1,https://github.com/CenterDevice/bean-bouncer,CenterDevice,bean-bouncer,https://api.github.com/repos/CenterDevice/bean-bouncer/languages,Java,True
2465,8575,253468,fr.jrds:jrdsagent,fr.jrds:jrdsagent:2023.1,2023.1,1701789021000,0,10,4,https://github.com/fbacchella/jrdsagent,fbacchella,jrdsagent,https://api.github.com/repos/fbacchella/jrdsagent/languages,Java,True
2467,8579,101324,com.github.chenhaiyangs:ruubypay-configx-core,com.github.chenhaiyangs:ruubypay-configx-core:1.3.0,1.3.0,1542767649000,0,9,5,https://github.com/chenhaiyangs/ruubypay-configx-package,chenhaiyangs,ruubypay-configx-package,https://api.github.com/repos/chenhaiyangs/ruubypay-configx-package/languages,Java,True
2468,8586,358798,io.github.thundzeng:mini-email,io.github.thundzeng:mini-email:2.2.1,2.2.1,1713108374000,2,3,2,https://github.com/THUNDZENG/mini-email,THUNDZENG,mini-email,https://api.github.com/repos/THUNDZENG/mini-email/languages,Java,True
2469,8588,71428,com.seleniumtests:seleniumtestsframework,com.seleniumtests:seleniumtestsframework:6.0.2,6.0.2,1617635070000,0,20,19,git@github.com:TestingForum/seleniumtestsframework.git,TestingForum,seleniumtestsframework,https://api.github.com/repos/TestingForum/seleniumtestsframework/languages,Java,True
2470,8596,230330,com.github.tomcat-slf4j-logback:tomcat11-slf4j-logback,com.github.tomcat-slf4j-logback:tomcat11-slf4j-logback:11.0.0-M24,11.0.0-M24,1723164780000,0,10,10,https://github.com/tomcat-slf4j-logback/tomcat11-slf4j-logback,tomcat-slf4j-logback,tomcat11-slf4j-logback,https://api.github.com/repos/tomcat-slf4j-logback/tomcat11-slf4j-logback/languages,Java,True
2472,8599,470417,cn.jarkata:jarkata-mybatis-page,cn.jarkata:jarkata-mybatis-page:2.0.9,2.0.9,1711732537000,0,4,3,https://github.com/jarkata/jarkata-mybatis-page.git,jarkata,jarkata-mybatis-page,https://api.github.com/repos/jarkata/jarkata-mybatis-page/languages,Java,True
2473,8602,604971,io.github.mihaiplotean:reflective-excel,io.github.mihaiplotean:reflective-excel:0.1.1,0.1.1,1722175413000,0,4,3,https://github.com/mihaiplotean/reflective-excel,mihaiplotean,reflective-excel,https://api.github.com/repos/mihaiplotean/reflective-excel/languages,Java,True
2475,8606,281156,io.featurehub.sdk:java-client-api,io.featurehub.sdk:java-client-api:3.2,3.2,1667370925000,0,3,2,git@github.com:featurehub-io/featurehub-java-sdk.git,featurehub-io,featurehub-java-sdk,https://api.github.com/repos/featurehub-io/featurehub-java-sdk/languages,Java,True
2477,8616,447517,kg.apc:perfmon,kg.apc:perfmon:2.2.2,2.2.2,1370623434000,0,6,5,https://github.com/undera/perfmon-agent,undera,perfmon-agent,https://api.github.com/repos/undera/perfmon-agent/languages,Java,True
2478,8627,44167,com.jwebmp.guicedee.servlets:guiced-undertow,com.jwebmp.guicedee.servlets:guiced-undertow:0.68.0.1,0.68.0.1,1565351307000,0,8,4,https://github.com/GedMarc/JWebMP-Undertow.git,GedMarc,JWebMP-Undertow,https://api.github.com/repos/GedMarc/JWebMP-Undertow/languages,Java,True
2479,8628,469822,com.github.wnameless.spring:spring-paper-trail,com.github.wnameless.spring:spring-paper-trail:0.3.0,0.3.0,1459163848000,0,15,3,git@github.com:wnameless/spring-paper-trail.git,wnameless,spring-paper-trail,https://api.github.com/repos/wnameless/spring-paper-trail/languages,Java,True
2481,8635,388965,br.com.geraldoferraz:testyourquery,br.com.geraldoferraz:testyourquery:1.0.2,1.0.2,1522750566000,0,6,6,git@github.com:geraldox100/testyourquery.git,geraldox100,testyourquery,https://api.github.com/repos/geraldox100/testyourquery/languages,Java,True
2482,8637,570768,world.xuewei:xw-fast-parent,world.xuewei:xw-fast-parent:1.0.6,1.0.6,1700281725000,0,9,8,https://github.com/373675032/xw-fast,373675032,xw-fast,https://api.github.com/repos/373675032/xw-fast/languages,Java,True
2483,8638,81969,com.microsoft.azure:azure-cosmos-changefeedprocessor,com.microsoft.azure:azure-cosmos-changefeedprocessor:0.9.2,0.9.2,1552697163000,0,3,2,https://github.com/Azure/azure-documentdb-changefeedprocessor-java.git,Azure,azure-documentdb-changefeedprocessor-java,https://api.github.com/repos/Azure/azure-documentdb-changefeedprocessor-java/languages,Java,True
2484,8644,451759,it.ozimov:spring-boot-email-build,it.ozimov:spring-boot-email-build:1.0.0,1.0.0,1701540777000,0,11,2,https://github.com/ozimov/spring-boot-email-tools,ozimov,spring-boot-email-tools,https://api.github.com/repos/ozimov/spring-boot-email-tools/languages,Java,True
2486,8646,535131,org.jboss.arquillian.extension:arquillian-gwt,org.jboss.arquillian.extension:arquillian-gwt:1.0.0.Alpha2,1.0.0.Alpha2,1366056009000,0,16,8,git://github.com/arquillian/arquillian-extension-gwt.git,arquillian,arquillian-extension-gwt,https://api.github.com/repos/arquillian/arquillian-extension-gwt/languages,Java,True
2487,8652,563167,com.microsoft.azure.compute.v2018_09_30:azure-mgmt-compute,com.microsoft.azure.compute.v2018_09_30:azure-mgmt-compute:1.0.0-beta,1.0.0-beta,1562104233000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
2490,8659,273173,io.github.mrdaios:templates-maven-plugin,io.github.mrdaios:templates-maven-plugin:0.0.3,0.0.3,1696152468000,0,4,3,https://github.com/mrdaios/templates-maven-plugin,mrdaios,templates-maven-plugin,https://api.github.com/repos/mrdaios/templates-maven-plugin/languages,Java,True
2491,8663,595874,io.github.fabri-pat:jReflex,io.github.fabri-pat:jReflex:1.0.2,1.0.2,1714762123000,0,7,6,http://github.com/fabri-pat/jReflex,fabri-pat,jReflex,https://api.github.com/repos/fabri-pat/jReflex/languages,Java,True
2493,8673,193734,org.attribyte:wpdb,org.attribyte:wpdb:1.0.1,1.0.1,1485197617000,0,7,6,git@github.com:attribyte/wpdb.git,attribyte,wpdb,https://api.github.com/repos/attribyte/wpdb/languages,Java,True
2498,8683,327069,com.github.auties00:reified,com.github.auties00:reified:1.15,1.15,1635102722000,0,1,1,https://github.com/Auties00/reified/tree/master,Auties00,reified,https://api.github.com/repos/Auties00/reified/languages,Java,True
2501,8686,108607,com.mysplitter:mysplitter-spring-boot-starter,com.mysplitter:mysplitter-spring-boot-starter:0.9.1,0.9.1,1540306436000,0,5,3,git@github.com:BerryWang1996/MySplitter.git,BerryWang1996,MySplitter,https://api.github.com/repos/BerryWang1996/MySplitter/languages,Java,True
2503,8692,554976,com.mesosphere:marathon-client,com.mesosphere:marathon-client:0.6.3,0.6.3,1588427378000,10,15,9,git@github.com:mesosphere/marathon-client.git,mesosphere,marathon-client,https://api.github.com/repos/mesosphere/marathon-client/languages,Java,True
2506,8703,375801,org.springframework.modulith:spring-modulith-starter-test,org.springframework.modulith:spring-modulith-starter-test:1.2.3,1.2.3,1724408797000,0,4,4,https://github.com/spring-projects/spring-modulith/spring-modulith-starters/spring-modulith-starter-test,spring-projects,spring-modulith,https://api.github.com/repos/spring-projects/spring-modulith/languages,Java,True
2507,8705,435882,info.karlovskiy:filteria,info.karlovskiy:filteria:0.8,0.8,1472500783000,0,6,4,scm:git:git@github:karlovskiy/filteria.git,karlovskiy,filteria,https://api.github.com/repos/karlovskiy/filteria/languages,Java,True
2508,8707,453679,com.github.mathianasj:spring-data-jpa-rsql,com.github.mathianasj:spring-data-jpa-rsql:0.0.2,0.0.2,1519235520000,0,15,8,https://github.com/mathianasj/spring-data-jpa-rsql,mathianasj,spring-data-jpa-rsql,https://api.github.com/repos/mathianasj/spring-data-jpa-rsql/languages,Java,True
